"X20.subject"	"X20.activity"	"X20.experimenttype"	"X20.tBodyAcc.mean...X"	"X20.tBodyAcc.mean...Y"	"X20.tBodyAcc.mean...Z"	"X20.tBodyAcc.std...X"	"X20.tBodyAcc.std...Y"	"X20.tBodyAcc.std...Z"	"X20.tGravityAcc.mean...X"	"X20.tGravityAcc.mean...Y"	"X20.tGravityAcc.mean...Z"	"X20.tGravityAcc.std...X"	"X20.tGravityAcc.std...Y"	"X20.tGravityAcc.std...Z"	"X20.tBodyAccJerk.mean...X"	"X20.tBodyAccJerk.mean...Y"	"X20.tBodyAccJerk.mean...Z"	"X20.tBodyAccJerk.std...X"	"X20.tBodyAccJerk.std...Y"	"X20.tBodyAccJerk.std...Z"	"X20.tBodyGyro.mean...X"	"X20.tBodyGyro.mean...Y"	"X20.tBodyGyro.mean...Z"	"X20.tBodyGyro.std...X"	"X20.tBodyGyro.std...Y"	"X20.tBodyGyro.std...Z"	"X20.tBodyGyroJerk.mean...X"	"X20.tBodyGyroJerk.mean...Y"	"X20.tBodyGyroJerk.mean...Z"	"X20.tBodyGyroJerk.std...X"	"X20.tBodyGyroJerk.std...Y"	"X20.tBodyGyroJerk.std...Z"	"X20.tBodyAccMag.mean.."	"X20.tBodyAccMag.std.."	"X20.tGravityAccMag.mean.."	"X20.tGravityAccMag.std.."	"X20.tBodyAccJerkMag.mean.."	"X20.tBodyAccJerkMag.std.."	"X20.tBodyGyroMag.mean.."	"X20.tBodyGyroMag.std.."	"X20.tBodyGyroJerkMag.mean.."	"X20.tBodyGyroJerkMag.std.."	"X20.fBodyAcc.mean...X"	"X20.fBodyAcc.mean...Y"	"X20.fBodyAcc.mean...Z"	"X20.fBodyAcc.std...X"	"X20.fBodyAcc.std...Y"	"X20.fBodyAcc.std...Z"	"X20.fBodyAcc.meanFreq...X"	"X20.fBodyAcc.meanFreq...Y"	"X20.fBodyAcc.meanFreq...Z"	"X20.fBodyAccJerk.mean...X"	"X20.fBodyAccJerk.mean...Y"	"X20.fBodyAccJerk.mean...Z"	"X20.fBodyAccJerk.std...X"	"X20.fBodyAccJerk.std...Y"	"X20.fBodyAccJerk.std...Z"	"X20.fBodyAccJerk.meanFreq...X"	"X20.fBodyAccJerk.meanFreq...Y"	"X20.fBodyAccJerk.meanFreq...Z"	"X20.fBodyGyro.mean...X"	"X20.fBodyGyro.mean...Y"	"X20.fBodyGyro.mean...Z"	"X20.fBodyGyro.std...X"	"X20.fBodyGyro.std...Y"	"X20.fBodyGyro.std...Z"	"X20.fBodyGyro.meanFreq...X"	"X20.fBodyGyro.meanFreq...Y"	"X20.fBodyGyro.meanFreq...Z"	"X20.fBodyAccMag.mean.."	"X20.fBodyAccMag.std.."	"X20.fBodyAccMag.meanFreq.."	"X20.fBodyBodyAccJerkMag.mean.."	"X20.fBodyBodyAccJerkMag.std.."	"X20.fBodyBodyAccJerkMag.meanFreq.."	"X20.fBodyBodyGyroMag.mean.."	"X20.fBodyBodyGyroMag.std.."	"X20.fBodyBodyGyroMag.meanFreq.."	"X20.fBodyBodyGyroJerkMag.mean.."	"X20.fBodyBodyGyroJerkMag.std.."	"X20.fBodyBodyGyroJerkMag.meanFreq.."
20	5	2	0.27717984	-0.032902938	-0.065472481	-0.98841914	-0.88968502	-0.93007898	0.95731698	-0.16918009	0.11199932	-0.99270479	-0.93397547	-0.93136094	0.079289897	0.057221836	-0.038817035	-0.97492235	-0.96858838	-0.9679377	-0.01648305	-0.047608008	0.11939368	-0.94894066	-0.9221281	-0.94984045	-0.13686494	-0.11197298	-0.09300144	-0.94185947	-0.9521158	-0.97581292	-0.93368334	-0.92635993	-0.93368334	-0.92635993	-0.97071455	-0.96996786	-0.93817149	-0.90062395	-0.95618221	-0.94934575	-0.98247371	-0.91719248	-0.94383979	-0.99183827	-0.88305573	-0.92707291	0.30074346	-0.24560802	-0.0091994482	-0.97338283	-0.96457629	-0.96038996	-0.97919261	-0.97693977	-0.97488004	0.49547703	0.018636562	0.48130217	-0.92395452	-0.90612425	-0.94522301	-0.95733039	-0.93439774	-0.95590949	0.083938147	0.31782698	0.19080398	-0.94759419	-0.92632315	-0.23773406	-0.96851341	-0.97067551	-0.024981252	-0.89612113	-0.92156239	0.19210789	-0.94781569	-0.95468013	0.16167616
20	5	2	0.28058264	0.00064765182	-0.11314803	-0.99423133	-0.8762285	-0.9739425	0.95874693	-0.17671922	0.12313416	-0.99848812	-0.96688215	-0.97642893	0.078666988	0.028089157	-0.0089750479	-0.99049243	-0.95536413	-0.98091277	-0.035174203	-0.07724458	0.078631599	-0.86742763	-0.96910122	-0.97836847	-0.10553489	-0.034079023	-0.066232326	-0.93682483	-0.98014821	-0.986239	-0.94927983	-0.93014937	-0.94927983	-0.93014937	-0.97744624	-0.9752724	-0.91578923	-0.84398356	-0.9689162	-0.96746639	-0.99278703	-0.9077702	-0.97394543	-0.99489287	-0.86870617	-0.9751287	0.098372108	-0.57207368	0.15201728	-0.99113241	-0.95935618	-0.97793734	-0.99055658	-0.95372652	-0.9824587	0.25330412	-0.74968233	-0.040938894	-0.88178464	-0.96992575	-0.97523863	-0.86574756	-0.96871271	-0.98139617	-0.75187645	-0.11419335	0.14303166	-0.94875249	-0.93063003	-0.47721044	-0.97488361	-0.97436929	-0.27316615	-0.90012727	-0.83821623	-0.67863997	-0.9701039	-0.96597157	-0.15189298
20	5	2	0.27929513	0.0014152784	-0.10302303	-0.99549401	-0.88995859	-0.96325233	0.95958169	-0.16617786	0.12294176	-0.99747924	-0.95678164	-0.98512402	0.065710929	-0.010498649	0.039577028	-0.9948239	-0.95600832	-0.98825294	-0.041645757	-0.076008764	0.081245762	-0.87086221	-0.9802283	-0.98275443	-0.070409541	-0.048550733	-0.041432272	-0.94214196	-0.99399167	-0.99206635	-0.9530851	-0.9317273	-0.9530851	-0.9317273	-0.98214353	-0.9766687	-0.92593538	-0.83723034	-0.97834538	-0.96915919	-0.99329541	-0.91664967	-0.9680623	-0.99672473	-0.88362983	-0.96236656	0.22601835	-0.42032402	0.28509905	-0.99439999	-0.95945892	-0.98528784	-0.99585597	-0.95494012	-0.99000669	0.10190886	-0.78457821	0.032851233	-0.88249136	-0.98445383	-0.98164059	-0.86970659	-0.97794463	-0.98458918	-0.6211882	-0.46294095	0.037588403	-0.94928438	-0.93240764	-0.4173179	-0.97653378	-0.97537731	-0.16600827	-0.90552666	-0.82741879	-0.81877116	-0.97440618	-0.96473918	-0.59729576
20	5	2	0.27746257	-0.0040097758	-0.085754226	-0.99688765	-0.94961248	-0.98332287	0.96020097	-0.15391243	0.12587966	-0.99858824	-0.96679544	-0.96300145	0.075689843	0.0047654513	-0.00079380417	-0.99370816	-0.96701854	-0.99187395	-0.025404669	-0.077279789	0.093563675	-0.94838518	-0.98370704	-0.97420681	-0.084275046	-0.043705263	-0.048831734	-0.96730928	-0.99456916	-0.99025353	-0.971091	-0.97079551	-0.971091	-0.97079551	-0.98526304	-0.98803801	-0.96108301	-0.94845111	-0.98564225	-0.98558273	-0.99559531	-0.95332037	-0.98930157	-0.99757781	-0.94978469	-0.98022409	0.18701185	-0.22577959	0.0564964	-0.9934379	-0.96899715	-0.99157679	-0.99461809	-0.96689319	-0.99052775	0.45133082	-0.3620012	0.046522291	-0.94215308	-0.98772913	-0.9778982	-0.95044933	-0.98153867	-0.97518365	-0.35955522	-0.51731821	-0.35300948	-0.97488266	-0.97180616	-0.15770013	-0.98711072	-0.9880748	0.182546	-0.96205819	-0.94847119	-0.51728627	-0.9854196	-0.98632547	-0.18056803
20	5	2	0.27807579	-0.016084649	-0.10292536	-0.99656101	-0.93845904	-0.9764166	0.96043357	-0.14597047	0.13373142	-0.99891609	-0.98196687	-0.97352486	0.077554793	-0.021033269	-0.026678635	-0.99360061	-0.9698727	-0.98945994	-0.020723885	-0.098349978	0.11319338	-0.94743909	-0.97523402	-0.96506443	-0.10621143	-0.043001767	-0.051626607	-0.96734558	-0.99223377	-0.98546433	-0.97450264	-0.97411368	-0.97450264	-0.97411368	-0.98512429	-0.98894638	-0.95197994	-0.95056755	-0.983934	-0.98533092	-0.99561869	-0.94024595	-0.97928585	-0.99700297	-0.94032182	-0.97558356	0.13509574	-0.035576393	0.29337253	-0.99419658	-0.97130938	-0.98834529	-0.99343042	-0.97020008	-0.98899134	0.22352985	-0.51356531	-0.0011926549	-0.94687063	-0.98269488	-0.97199092	-0.94805919	-0.97148167	-0.96593494	-0.60661093	-0.57004471	-0.36409107	-0.9755924	-0.97609587	-0.03056144	-0.98742258	-0.98991206	0.12111081	-0.96391056	-0.95041955	-0.48964516	-0.98526423	-0.9860559	-0.24683493
20	5	2	0.27557758	-0.033599874	-0.12093265	-0.99785196	-0.94873276	-0.97378	0.96036854	-0.14760823	0.1346719	-0.9981542	-0.97311324	-0.98244218	0.072345153	0.0059375584	0.0015325456	-0.99685385	-0.97874409	-0.99269628	-0.018814452	-0.086330046	0.098965445	-0.96729683	-0.97726496	-0.96628745	-0.10130604	-0.038617636	-0.059363801	-0.97842425	-0.99395553	-0.9883276	-0.96902185	-0.97313691	-0.96902185	-0.97313691	-0.99166898	-0.99025902	-0.96682124	-0.96350359	-0.98880443	-0.99076879	-0.99702388	-0.95992359	-0.98363811	-0.99828436	-0.94557219	-0.96950709	0.15990842	-0.44836669	-0.23049839	-0.99685653	-0.97839679	-0.99092854	-0.99712176	-0.98073953	-0.99307528	0.33651382	-0.38843252	-0.035326529	-0.96680403	-0.98428374	-0.97196751	-0.96765989	-0.97372967	-0.96739716	-0.3929799	-0.70910822	-0.51374979	-0.97924907	-0.97273408	-0.15080939	-0.99011297	-0.9889976	0.14767687	-0.97485069	-0.96251988	-0.42479762	-0.99053867	-0.99133393	0.041012469
20	5	2	0.27256925	-0.025293422	-0.11174066	-0.99339534	-0.92531483	-0.95985389	0.95930926	-0.15670815	0.13034013	-0.99549581	-0.969013	-0.98057583	0.077656314	0.0020077956	0.009177395	-0.98592322	-0.97860921	-0.98158528	-0.029177085	-0.069661465	0.09193489	-0.95476695	-0.97839781	-0.96241824	-0.10452466	-0.018243374	-0.028962391	-0.96860535	-0.98852008	-0.9698426	-0.96250367	-0.96936011	-0.96250367	-0.96936011	-0.98560028	-0.97725829	-0.96161358	-0.95223858	-0.98292037	-0.97654379	-0.9909843	-0.95247773	-0.97017218	-0.99463417	-0.91736511	-0.95634696	0.20320149	-0.55346443	-0.0029082145	-0.98633304	-0.97650154	-0.97936076	-0.98667913	-0.9832389	-0.98226296	0.36217714	-0.20897579	-0.0048927828	-0.94997707	-0.97649109	-0.95705888	-0.9563793	-0.97974476	-0.96770177	-0.32780692	0.14213172	0.32622768	-0.97638237	-0.96909559	-0.034666813	-0.97895493	-0.97333754	-0.13462344	-0.96119146	-0.95424209	-0.14455572	-0.97657062	-0.97764414	0.10725361
20	5	2	0.26641035	-0.044333895	-0.08642705	-0.99015301	-0.88107324	-0.9694048	0.95744094	-0.16355181	0.13112266	-0.99468745	-0.97181821	-0.97637433	0.073064205	0.0042832576	0.0099975234	-0.98170674	-0.96284091	-0.98147401	-0.041493887	-0.051318527	0.098344932	-0.93942248	-0.95027412	-0.89086902	-0.089133319	-0.035396934	-0.058416749	-0.95964569	-0.98274504	-0.9576231	-0.9367831	-0.93871326	-0.9367831	-0.93871326	-0.97835456	-0.97389332	-0.9239629	-0.92237318	-0.97357866	-0.9728711	-0.98635034	-0.92719821	-0.9724719	-0.99213975	-0.8684452	-0.96903421	0.1012486	-0.49071126	0.028980048	-0.98173638	-0.96156075	-0.97920367	-0.98331359	-0.96727951	-0.98220376	0.27922971	-0.36286774	-0.099653064	-0.93408046	-0.96480603	-0.91231352	-0.94133831	-0.94319358	-0.89435489	-0.45101136	-0.53163736	-0.48634515	-0.95077318	-0.94075553	-0.27489103	-0.97220077	-0.9750191	0.088384461	-0.94594011	-0.92114818	-0.3191954	-0.97331095	-0.97373577	0.069015427
20	5	2	0.26601834	-0.045605186	-0.083489015	-0.99292433	-0.89801461	-0.96891749	0.9536771	-0.17924912	0.14052128	-0.98594491	-0.92017253	-0.95232035	0.078367843	0.036788675	-0.012203957	-0.99055013	-0.96781744	-0.99541213	-0.032603429	-0.063883398	0.082791303	-0.95141367	-0.94835275	-0.89684193	-0.093764713	-0.056055543	-0.088968116	-0.97238914	-0.98713851	-0.97186892	-0.94419952	-0.93188473	-0.94419952	-0.93188473	-0.98841918	-0.98183639	-0.93793873	-0.91378968	-0.98413373	-0.97708219	-0.99214067	-0.93746538	-0.98313984	-0.99318236	-0.88698642	-0.96307389	0.031616328	-0.31889313	-0.20190056	-0.99089122	-0.96696622	-0.99366605	-0.99096277	-0.97129531	-0.99586057	0.24951948	-0.2787298	-0.01676342	-0.95258712	-0.96345587	-0.9147437	-0.95157287	-0.94100434	-0.90073386	-0.57329166	-0.54314777	-0.45789024	-0.95340347	-0.93097187	-0.40538449	-0.98158858	-0.98063277	0.086007962	-0.94584396	-0.90988707	-0.4683724	-0.98172767	-0.97285621	-0.29041317
20	5	2	0.27607492	-0.017488924	-0.10854144	-0.99588412	-0.98073834	-0.96317874	0.94993406	-0.19443626	0.14926263	-0.99223563	-0.9811625	-0.97320135	0.079246778	0.016418873	-0.018484561	-0.99655617	-0.99152565	-0.99181753	-0.02123299	-0.091598761	0.073234069	-0.98560811	-0.97792176	-0.99411798	-0.10758017	-0.046767018	-0.047928367	-0.99279939	-0.99575082	-0.99571738	-0.98362765	-0.98106822	-0.98362765	-0.98106822	-0.99454829	-0.99470028	-0.97975841	-0.97983876	-0.9955365	-0.99692403	-0.99611454	-0.98344325	-0.98093938	-0.9956569	-0.97945199	-0.95625734	-0.19364248	-0.1371248	-0.069953937	-0.9964105	-0.98989988	-0.98984008	-0.99704744	-0.99467211	-0.99243141	0.39259638	-0.022315078	0.034706428	-0.98312702	-0.98508501	-0.99225598	-0.98632615	-0.97434155	-0.99540683	-0.048598573	-0.6413427	0.2734921	-0.98645434	-0.97980594	-0.047964747	-0.99414772	-0.9941734	0.54595882	-0.98391026	-0.9802966	-0.10403351	-0.99677593	-0.99696667	0.35961039
