"X29.subject"	"X29.activity"	"X29.experimenttype"	"X29.tBodyAcc.mean...X"	"X29.tBodyAcc.mean...Y"	"X29.tBodyAcc.mean...Z"	"X29.tBodyAcc.std...X"	"X29.tBodyAcc.std...Y"	"X29.tBodyAcc.std...Z"	"X29.tGravityAcc.mean...X"	"X29.tGravityAcc.mean...Y"	"X29.tGravityAcc.mean...Z"	"X29.tGravityAcc.std...X"	"X29.tGravityAcc.std...Y"	"X29.tGravityAcc.std...Z"	"X29.tBodyAccJerk.mean...X"	"X29.tBodyAccJerk.mean...Y"	"X29.tBodyAccJerk.mean...Z"	"X29.tBodyAccJerk.std...X"	"X29.tBodyAccJerk.std...Y"	"X29.tBodyAccJerk.std...Z"	"X29.tBodyGyro.mean...X"	"X29.tBodyGyro.mean...Y"	"X29.tBodyGyro.mean...Z"	"X29.tBodyGyro.std...X"	"X29.tBodyGyro.std...Y"	"X29.tBodyGyro.std...Z"	"X29.tBodyGyroJerk.mean...X"	"X29.tBodyGyroJerk.mean...Y"	"X29.tBodyGyroJerk.mean...Z"	"X29.tBodyGyroJerk.std...X"	"X29.tBodyGyroJerk.std...Y"	"X29.tBodyGyroJerk.std...Z"	"X29.tBodyAccMag.mean.."	"X29.tBodyAccMag.std.."	"X29.tGravityAccMag.mean.."	"X29.tGravityAccMag.std.."	"X29.tBodyAccJerkMag.mean.."	"X29.tBodyAccJerkMag.std.."	"X29.tBodyGyroMag.mean.."	"X29.tBodyGyroMag.std.."	"X29.tBodyGyroJerkMag.mean.."	"X29.tBodyGyroJerkMag.std.."	"X29.fBodyAcc.mean...X"	"X29.fBodyAcc.mean...Y"	"X29.fBodyAcc.mean...Z"	"X29.fBodyAcc.std...X"	"X29.fBodyAcc.std...Y"	"X29.fBodyAcc.std...Z"	"X29.fBodyAcc.meanFreq...X"	"X29.fBodyAcc.meanFreq...Y"	"X29.fBodyAcc.meanFreq...Z"	"X29.fBodyAccJerk.mean...X"	"X29.fBodyAccJerk.mean...Y"	"X29.fBodyAccJerk.mean...Z"	"X29.fBodyAccJerk.std...X"	"X29.fBodyAccJerk.std...Y"	"X29.fBodyAccJerk.std...Z"	"X29.fBodyAccJerk.meanFreq...X"	"X29.fBodyAccJerk.meanFreq...Y"	"X29.fBodyAccJerk.meanFreq...Z"	"X29.fBodyGyro.mean...X"	"X29.fBodyGyro.mean...Y"	"X29.fBodyGyro.mean...Z"	"X29.fBodyGyro.std...X"	"X29.fBodyGyro.std...Y"	"X29.fBodyGyro.std...Z"	"X29.fBodyGyro.meanFreq...X"	"X29.fBodyGyro.meanFreq...Y"	"X29.fBodyGyro.meanFreq...Z"	"X29.fBodyAccMag.mean.."	"X29.fBodyAccMag.std.."	"X29.fBodyAccMag.meanFreq.."	"X29.fBodyBodyAccJerkMag.mean.."	"X29.fBodyBodyAccJerkMag.std.."	"X29.fBodyBodyAccJerkMag.meanFreq.."	"X29.fBodyBodyGyroMag.mean.."	"X29.fBodyBodyGyroMag.std.."	"X29.fBodyBodyGyroMag.meanFreq.."	"X29.fBodyBodyGyroJerkMag.mean.."	"X29.fBodyBodyGyroJerkMag.std.."	"X29.fBodyBodyGyroJerkMag.meanFreq.."
29	5	1	0.27598871	-0.03116009	-0.082191483	-0.98107631	-0.90349685	-0.95119196	0.97258004	0.02062743	0.065239623	-0.99736223	-0.96753024	-0.96441824	0.080121022	0.017490416	0.0038266486	-0.96458557	-0.94747837	-0.96887962	-0.027476684	-0.10209917	0.097178603	-0.86451998	-0.96123512	-0.91815601	-0.07596224	-0.038321581	-0.06753301	-0.91079065	-0.97938007	-0.96661772	-0.9458944	-0.94600283	-0.9458944	-0.94600283	-0.96006233	-0.96455083	-0.8965592	-0.8542831	-0.95742535	-0.95412483	-0.97335966	-0.92010143	-0.95657113	-0.9851759	-0.90053915	-0.95096804	0.18345856	-0.35713942	0.13887191	-0.96437081	-0.94786263	-0.96159636	-0.96806275	-0.95077237	-0.97551886	0.2361682	-0.4399006	0.47872392	-0.85887361	-0.96688191	-0.92886519	-0.8673709	-0.95822415	-0.92214017	-0.38577587	-0.32511616	-0.52635723	-0.94838214	-0.95185096	-0.064262801	-0.96002731	-0.97013051	0.53167196	-0.90046393	-0.85157297	-0.46639587	-0.95075366	-0.96205155	0.19470012
29	5	1	0.27933576	-0.018694725	-0.099747838	-0.98441867	-0.9499829	-0.96984647	0.97236961	0.012645321	0.072977054	-0.99935034	-0.98013286	-0.96860982	0.072697559	0.019140144	0.0015174462	-0.96921367	-0.96314171	-0.9877354	-0.033993874	-0.11689081	0.063740336	-0.94781154	-0.98051912	-0.96668768	-0.10690859	-0.035581834	-0.065583505	-0.95881139	-0.9889861	-0.97806837	-0.97621338	-0.96345122	-0.97621338	-0.96345122	-0.97814834	-0.96465521	-0.95510508	-0.94176983	-0.9813717	-0.97469082	-0.97799113	-0.95232914	-0.97847681	-0.98784622	-0.95082082	-0.96643286	0.18867	-0.04959325	-0.055720224	-0.96994892	-0.96387416	-0.98511833	-0.97112461	-0.964842	-0.98902579	0.2026397	-0.2216428	0.12561183	-0.9411293	-0.98144076	-0.96420492	-0.95000519	-0.97999075	-0.97046321	-0.4005602	-0.16968621	-0.12730728	-0.96811719	-0.96528351	0.024953806	-0.97049972	-0.95603584	0.052062417	-0.95872599	-0.94106589	-0.41106458	-0.97968821	-0.97026706	-0.43709795
29	5	1	0.27714602	-0.011244659	-0.10737109	-0.99631661	-0.98873099	-0.99185418	0.97272029	0.01131193	0.076373736	-0.99819932	-0.99124246	-0.9955694	0.074650937	0.016058915	0.015707926	-0.99469675	-0.99027852	-0.99509253	-0.041527281	-0.10561196	0.060649745	-0.98798463	-0.99229707	-0.9925123	-0.10339301	-0.037982896	-0.051594303	-0.98950378	-0.9979442	-0.99456634	-0.99362013	-0.99426514	-0.99362013	-0.99426514	-0.99486066	-0.99655507	-0.97715288	-0.98581325	-0.99511573	-0.99717087	-0.99534795	-0.98705596	-0.99089902	-0.99676489	-0.98931506	-0.99228252	-0.041306838	0.16280309	0.59275257	-0.99491621	-0.98939787	-0.99326373	-0.99487962	-0.99225391	-0.99563415	0.10073594	0.0093681723	0.15187814	-0.98577369	-0.99462238	-0.99115893	-0.98861458	-0.99096558	-0.99365043	-0.1355341	-0.36375915	0.12676499	-0.9940921	-0.99437011	0.28792457	-0.9958938	-0.99643734	0.50102221	-0.98949454	-0.98554571	-0.33704338	-0.99697416	-0.99732558	0.51023912
29	5	1	0.27619017	-0.014144908	-0.10248317	-0.99708922	-0.98857801	-0.99294399	0.97265886	0.014485068	0.077085504	-0.99780929	-0.99037877	-0.99170452	0.075477515	0.013645563	0.00027889052	-0.99462734	-0.989862	-0.98997892	-0.037337584	-0.089528291	0.068440259	-0.98888681	-0.99396695	-0.99333301	-0.095128718	-0.038164755	-0.048977377	-0.98939538	-0.99819586	-0.99609599	-0.99515131	-0.99403756	-0.99515131	-0.99403756	-0.99261935	-0.99305427	-0.98527535	-0.98741809	-0.99547693	-0.99728914	-0.99606342	-0.9877422	-0.99120261	-0.99761091	-0.98865991	-0.99391511	0.028255795	0.072565761	0.39839578	-0.99484413	-0.98966404	-0.98870677	-0.99482007	-0.99085524	-0.98969735	0.1404252	0.032927274	0.1575622	-0.98562433	-0.995203	-0.99230668	-0.98986583	-0.99317641	-0.99425925	-0.061576019	-0.27044978	0.17519023	-0.9929554	-0.99495223	0.46228655	-0.99176811	-0.99399307	0.35725552	-0.9904013	-0.98730595	-0.25919993	-0.99719285	-0.99726162	0.39035708
29	5	1	0.27732007	-0.014347253	-0.10442765	-0.99860485	-0.99024173	-0.99609993	0.97215103	0.016886516	0.079169813	-0.99916853	-0.99440304	-0.9934503	0.075580299	0.0052350809	-0.012413981	-0.99701595	-0.99185674	-0.99244685	-0.029788687	-0.079892903	0.079690467	-0.9919843	-0.99502876	-0.99301931	-0.097222387	-0.037586141	-0.053729262	-0.99082832	-0.99871757	-0.9967636	-0.99747381	-0.9963526	-0.99747381	-0.9963526	-0.9957503	-0.99336553	-0.99281823	-0.99219871	-0.99641919	-0.9976543	-0.99818093	-0.99009779	-0.99355843	-0.99881019	-0.98981681	-0.99756264	0.058811625	0.22313773	0.70837088	-0.99747857	-0.9915168	-0.99116188	-0.99668854	-0.99291362	-0.9922289	0.30133353	0.14565342	0.19763388	-0.98965055	-0.99635203	-0.99499672	-0.99267022	-0.9941898	-0.99281022	-0.088187228	-0.24000386	0.053665884	-0.9951131	-0.99722112	0.53640805	-0.99403926	-0.99084726	0.12504538	-0.99328473	-0.99253414	-0.048454333	-0.99734341	-0.99800875	0.43323393
29	5	1	0.27671679	-0.016317039	-0.10923407	-0.99859889	-0.98083104	-0.99111786	0.97190695	0.018773802	0.080519337	-0.99908186	-0.99310624	-0.99568171	0.076226261	0.010019401	-0.0079939707	-0.99746582	-0.9889225	-0.99098677	-0.026124332	-0.073914284	0.088377544	-0.98591388	-0.99334149	-0.99402652	-0.099630597	-0.037064344	-0.056112087	-0.98575513	-0.99715743	-0.99638774	-0.99483825	-0.98993575	-0.99483825	-0.98993575	-0.99501563	-0.99051783	-0.99202971	-0.98186375	-0.99517484	-0.9924522	-0.99805811	-0.98178559	-0.99075323	-0.99888185	-0.98041692	-0.99117555	0.027568825	-0.193083	0.26202688	-0.99756862	-0.98842609	-0.98983524	-0.99754704	-0.99040798	-0.99058159	0.31591073	-0.12911267	0.18581484	-0.98248006	-0.99376594	-0.99382157	-0.98693383	-0.99302319	-0.99453506	-0.24725608	-0.1337158	0.037833695	-0.98758975	-0.99241011	0.32633738	-0.98965844	-0.99051384	0.1628652	-0.98514872	-0.98247872	-0.24323672	-0.99329753	-0.99142551	-0.26867723
29	5	1	0.27660778	-0.016727394	-0.11129632	-0.99507835	-0.96030455	-0.97570169	0.97136937	0.02007157	0.080845856	-0.99739981	-0.99704594	-0.99562371	0.078531125	0.0094805455	0.0019020296	-0.99376199	-0.97911101	-0.98962663	-0.032226689	-0.074850532	0.09032078	-0.96997084	-0.98882486	-0.99073231	-0.096365656	-0.040791631	-0.05566595	-0.97989849	-0.99537564	-0.99356084	-0.98415389	-0.97435156	-0.98415389	-0.97435156	-0.98959863	-0.98861899	-0.98040464	-0.96507893	-0.99170825	-0.98991789	-0.99392281	-0.96560574	-0.98153417	-0.99559471	-0.95904714	-0.9732661	0.0094498898	-0.30590741	-0.13557664	-0.99361077	-0.9785092	-0.98759666	-0.99450727	-0.98143641	-0.99024189	0.32072216	-0.28595604	-0.008097646	-0.96685139	-0.99079648	-0.99060162	-0.97098607	-0.98766182	-0.99148858	-0.4911227	-0.4193537	-0.052140512	-0.97691718	-0.97564634	-0.002321905	-0.98758093	-0.98884681	0.31947537	-0.97583728	-0.96416372	-0.42729452	-0.99065843	-0.98916618	-0.049427305
29	5	1	0.27569069	-0.012393342	-0.10566194	-0.99508444	-0.96362096	-0.97454659	0.9708121	0.020512875	0.080249668	-0.99742731	-0.9966777	-0.99322175	0.074472893	0.019736606	-0.0051931522	-0.99377637	-0.98110491	-0.99490847	-0.028744867	-0.073776163	0.08676832	-0.96883062	-0.99093904	-0.99154564	-0.099406559	-0.045844038	-0.051357934	-0.98273839	-0.99653043	-0.99416747	-0.98323953	-0.97702755	-0.98323953	-0.97702755	-0.99193125	-0.99281141	-0.97908513	-0.96818572	-0.99278503	-0.9924077	-0.99398104	-0.96745096	-0.98389676	-0.99557011	-0.96285479	-0.9704541	-0.073655826	-0.20451602	-0.22321328	-0.99341524	-0.98015282	-0.99242687	-0.9948071	-0.98379612	-0.99634893	0.26195834	-0.28980569	0.040681518	-0.96989439	-0.99153601	-0.99061882	-0.96880193	-0.99053159	-0.99256476	-0.58659893	-0.18864773	-0.01324336	-0.98137843	-0.97692473	-0.15336598	-0.9922593	-0.99230772	0.25939092	-0.97892855	-0.96685455	-0.41415934	-0.99224136	-0.99279127	0.18864575
29	5	1	0.2778551	-0.01228882	-0.10213854	-0.99841323	-0.98587918	-0.98770872	0.97067732	0.022341833	0.080370537	-0.99906042	-0.99037117	-0.99268233	0.074731573	0.021599212	-0.0020342387	-0.99657686	-0.98984266	-0.99135938	-0.022209039	-0.06962408	0.083563593	-0.98464297	-0.99757545	-0.99463915	-0.099083374	-0.041642809	-0.054035346	-0.98877765	-0.99808617	-0.99529339	-0.99207308	-0.99265503	-0.99207308	-0.99265503	-0.9934508	-0.99553056	-0.98919712	-0.98582536	-0.99530632	-0.9962505	-0.99758909	-0.98578555	-0.98902164	-0.99888088	-0.98570477	-0.98690595	0.22725419	0.20133906	0.095937762	-0.99637619	-0.99058131	-0.99045829	-0.99714501	-0.9895879	-0.99067521	0.4247558	-0.010044713	-0.034562929	-0.98371378	-0.99743982	-0.99395295	-0.98492424	-0.99761014	-0.99531306	-0.30299577	0.2402143	0.23689472	-0.99250482	-0.99295432	0.23634214	-0.99407527	-0.99677332	0.61514225	-0.98926004	-0.98569871	-0.17341368	-0.99614061	-0.99621527	0.37620488
29	5	1	0.27790186	-0.016705835	-0.10615597	-0.99823723	-0.97408066	-0.98516623	0.970891	0.02547923	0.082500366	-0.99956564	-0.9898461	-0.98871243	0.079599463	-0.004324839	0.0026080213	-0.99589015	-0.9845155	-0.98833645	-0.025379933	-0.075233686	0.092770636	-0.98581287	-0.99401744	-0.99183446	-0.097039439	-0.041484557	-0.05600597	-0.98447575	-0.99669336	-0.99485012	-0.99042148	-0.98711657	-0.99042148	-0.98711657	-0.99058002	-0.99178727	-0.9892929	-0.98661023	-0.99327984	-0.99392686	-0.99706365	-0.97288334	-0.9853438	-0.99894894	-0.9752899	-0.98532096	0.32093029	0.016877241	0.21024793	-0.9958134	-0.98536986	-0.98670435	-0.9963487	-0.98450315	-0.98844412	0.32850059	-0.26588174	0.13454182	-0.98212909	-0.99441393	-0.99181542	-0.98691494	-0.99371234	-0.99245113	-0.1615804	-0.24486566	0.018047408	-0.98670313	-0.98837492	0.14500462	-0.99013568	-0.99322366	0.49354729	-0.9883383	-0.98745581	-0.036828084	-0.99384354	-0.9940843	0.21418413
29	5	1	0.27882795	-0.02115262	-0.11335248	-0.99776325	-0.97366207	-0.98739996	0.9710819	0.025643309	0.083387805	-0.99940501	-0.99005241	-0.99261115	0.074198181	0.0075074446	-0.0024564703	-0.99492229	-0.98044212	-0.99039657	-0.026731866	-0.078721016	0.092807335	-0.98567032	-0.99375981	-0.99045331	-0.097007718	-0.038725456	-0.055811329	-0.98408208	-0.99668684	-0.99314531	-0.98965238	-0.98721304	-0.98965238	-0.98721304	-0.98986853	-0.99200488	-0.98900586	-0.98601661	-0.99283223	-0.9936848	-0.99651291	-0.97682402	-0.98721309	-0.99848949	-0.97259557	-0.98762624	0.26612552	-0.071655208	0.15450654	-0.99456348	-0.98213075	-0.988632	-0.99585267	-0.97970926	-0.99070812	0.42594726	-0.1477395	0.08665798	-0.98249698	-0.99409955	-0.99027349	-0.9866057	-0.99349179	-0.99125315	-0.20120851	-0.18596146	-0.0031021115	-0.98696157	-0.98834542	0.22119569	-0.99013045	-0.99401236	0.53108414	-0.98732709	-0.98726683	-0.028459246	-0.99328956	-0.9942781	0.39803383
29	5	1	0.27814006	-0.016258787	-0.10940422	-0.99812277	-0.97146729	-0.99005629	0.97148636	0.022774197	0.08144081	-0.99853254	-0.99033194	-0.99001007	0.069635126	0.03280778	0.0030550636	-0.99493642	-0.9813007	-0.99395154	-0.028411251	-0.06969755	0.077883691	-0.99055186	-0.99406484	-0.98947666	-0.10340374	-0.043092433	-0.060361921	-0.98896383	-0.99803966	-0.992049	-0.9911414	-0.98708349	-0.9911414	-0.98708349	-0.99168817	-0.99361244	-0.99073701	-0.99148581	-0.99462571	-0.99609911	-0.99706549	-0.96920687	-0.99134	-0.99873477	-0.97346876	-0.98907878	0.52700261	0.13014247	0.044234646	-0.99508383	-0.98177654	-0.99322917	-0.99518815	-0.98200581	-0.99310224	0.28611582	-0.058704682	0.055099117	-0.98774947	-0.99533466	-0.98771673	-0.99138628	-0.99325604	-0.99102607	0.1718869	-0.28018161	0.045997458	-0.98713576	-0.98801742	0.1715284	-0.99267285	-0.99383991	0.62901639	-0.99135465	-0.99293488	0.28904168	-0.99573869	-0.9965364	0.66468146
